dataset,model name,auc,encoding time,matching time
Synthia-NightToFall,classification_cait.pth,0.6007182274793994,0.031448527015883104,2.3197161090377554e-05
Synthia-NightToFall,classification_pit.pth,0.9554136781788026,0.012884282831189671,2.4644660270610806e-05
Synthia-NightToFall,classification_vit.pth,0.7803621190534755,0.012453453713824095,2.3752607108396988e-05
Synthia-NightToFall,triplet_cait.pth,0.8379325052045846,0.037749420966022865,2.646831422610639e-05
Synthia-NightToFall,triplet_pit.pth,0.9301853554314014,0.014959368172020343,2.917431744049518e-05
Synthia-NightToFall,triplet_twoQs_cait.pth,0.8585640835577767,0.03632382243908346,2.4801975850140754e-05
Synthia-NightToFall,triplet_vit.pth,0.889718528042766,0.014307356115343532,2.84619984658375e-05
Synthia-NightToFall,NETVLAD,0.9287644216884884,1.6102061148499212,3.809065170999168e-06
